"County","Week Date","7-day average percent positivity by county"
"Beaver",2021-01-06,36.89
"Beaver",2021-01-07,36.36
"Beaver",2021-01-08,34.23
"Beaver",2021-01-09,32.67
"Beaver",2021-01-10,32.04
"Beaver",2021-01-11,27.91
"Beaver",2021-01-12,27.85
"Beaver",2021-01-13,26.19
"Beaver",2021-01-14,26.19
"Beaver",2021-01-15,27.5
"Beaver",2021-01-16,26.32
"Beaver",2021-01-17,27.27
"Beaver",2021-01-18,30.3
"Beaver",2021-01-19,29.85
"Beaver",2021-01-20,29.69
"Beaver",2021-01-21,30.77
"Beaver",2021-01-22,32.26
"Beaver",2021-01-23,34.92
"Beaver",2021-01-24,35.48
"Beaver",2021-01-25,39.51
"Beaver",2021-01-26,39.74
"Beaver",2021-01-27,43.9
"Beaver",2021-01-28,43.04
"Beaver",2021-01-29,46.81
"Beaver",2021-01-30,44.21
"Beaver",2021-01-31,42.71
"Beaver",2021-02-01,38.2
"Beaver",2021-02-02,37.5
"Beaver",2021-02-03,38.1
"Beaver",2021-02-04,36.71
"Beaver",2021-02-05,32.35
"Beaver",2021-02-06,33.33
"Beaver",2021-02-07,33.87
"Beaver",2021-02-08,42.37
"Beaver",2021-02-09,44.23
"Beaver",2021-02-10,41.67
"Beaver",2021-02-11,45.1
"Beaver",2021-02-12,36.73
"Beaver",2021-02-13,34.55
"Beaver",2021-02-14,35.71
"Beaver",2021-02-15,21.28
"Beaver",2021-02-16,23.21
"Beaver",2021-02-17,23.21
"Beaver",2021-02-18,21.15
"Beaver",2021-02-19,26.09
"Beaver",2021-02-20,27.5
"Beaver",2021-02-21,25.64
"Beaver",2021-02-22,29.27
"Beaver",2021-02-23,25.71
"Beaver",2021-02-24,24.24
"Beaver",2021-02-25,27.03
"Beaver",2021-02-26,27.03
"Beaver",2021-02-27,27.03
"Beaver",2021-02-28,27.78
"Beaver",2021-03-01,27.27
"Beaver",2021-03-02,28.57
"Beaver",2021-03-03,28.57
"Beaver",2021-03-04,28
"Beaver",2021-03-05,28.3
"Beaver",2021-03-06,33.33
"Beaver",2021-03-07,31.75
"Beaver",2021-03-08,19.58
"Beaver",2021-03-09,19.71
"Beaver",2021-03-10,22.07
"Beaver",2021-03-11,21.79
"Beaver",2021-03-12,20.78
"Beaver",2021-03-13,18.3
"Beaver",2021-03-14,18.54
"Beaver",2021-03-15,27.27
"Beaver",2021-03-16,23.46
"Beaver",2021-03-17,21.62
"Beaver",2021-03-18,20.31
"Beaver",2021-03-19,20.9
"Beaver",2021-03-20,22.22
"Beaver",2021-03-21,23.08
"Beaver",2021-03-22,8.62
"Beaver",2021-03-23,7.21
"Beaver",2021-03-24,5.36
"Beaver",2021-03-25,5.88
"Beaver",2021-03-26,8.47
"Beaver",2021-03-27,8.47
"Beaver",2021-03-28,7.76
"Beaver",2021-03-29,18.37
"Beaver",2021-03-30,18.75
"Beaver",2021-03-31,22.22
"Beaver",2021-04-01,26.32
"Beaver",2021-04-02,16.67
"Beaver",2021-04-03,15.79
"Beaver",2021-04-04,15.79
"Beaver",2021-04-05,24.32
"Beaver",2021-04-06,21.95
"Beaver",2021-04-07,21.05
"Beaver",2021-04-08,20
"Beaver",2021-04-09,22.73
"Beaver",2021-04-10,23.26
"Beaver",2021-04-11,23.26
"Beaver",2021-04-12,17.54
"Beaver",2021-04-13,17.54
"Beaver",2021-04-14,14.49
"Beaver",2021-04-15,12.16
"Beaver",2021-04-16,9.33
"Beaver",2021-04-17,8.22
"Beaver",2021-04-18,7.41
"Beaver",2021-04-19,3.61
"Beaver",2021-04-20,3.61
"Beaver",2021-04-21,3.49
"Beaver",2021-04-22,4.82
"Beaver",2021-04-23,4.82
"Beaver",2021-04-24,4.88
"Beaver",2021-04-25,5.56
"Beaver",2021-04-26,3.51
"Beaver",2021-04-27,2.13
"Beaver",2021-04-28,2.56
"Beaver",2021-04-29,0
"Beaver",2021-04-30,2.94
"Beaver",2021-05-01,2.94
"Beaver",2021-05-02,2.86
"Beaver",2021-05-03,9.43
"Beaver",2021-05-04,9.23
"Beaver",2021-05-05,9.23
"Beaver",2021-05-06,8.45
"Beaver",2021-05-07,7.58
"Beaver",2021-05-08,7.69
"Beaver",2021-05-09,7.35
"Beaver",2021-05-10,1.96
"Beaver",2021-05-11,2.5
"Beaver",2021-05-12,5.88
"Beaver",2021-05-13,4.76
"Beaver",2021-05-14,4.65
"Beaver",2021-05-15,4.55
"Beaver",2021-05-16,4.88
"Beaver",2021-05-17,7.89
"Beaver",2021-05-18,5.26
"Beaver",2021-05-19,2.56
"Beaver",2021-05-20,3.33
"Beaver",2021-05-21,3.7
"Beaver",2021-05-22,7.41
"Beaver",2021-05-23,7.14
"Beaver",2021-05-24,3.45
"Beaver",2021-05-25,3.12
"Beaver",2021-05-26,2.86
"Beaver",2021-05-27,3.45
"Beaver",2021-05-28,3.23
"Beaver",2021-05-29,2.7
"Beaver",2021-05-30,2.78
"Beaver",2021-05-31,3.12
"Beaver",2021-06-01,2.86
"Beaver",2021-06-02,2.63
"Beaver",2021-06-03,2.22
"Beaver",2021-06-04,4.65
"Beaver",2021-06-05,2.63
"Beaver",2021-06-06,2.7
"Beaver",2021-06-07,5.26
"Beaver",2021-06-08,6.25
"Beaver",2021-06-09,7.41
"Beaver",2021-06-10,9.52
"Beaver",2021-06-11,5.26
"Beaver",2021-06-12,3.85
"Beaver",2021-06-13,3.85
"Beaver",2021-06-14,3.7
"Beaver",2021-06-15,3.85
"Beaver",2021-06-16,2.94
"Beaver",2021-06-17,2.7
"Beaver",2021-06-18,5
"Beaver",2021-06-19,6.45
"Beaver",2021-06-20,6.45
"Beaver",2021-06-21,2.7
"Beaver",2021-06-22,2.56
"Beaver",2021-06-23,3.33
"Beaver",2021-06-24,3.7
"Beaver",2021-06-25,8.33
"Beaver",2021-06-26,6.67
"Beaver",2021-06-27,7.5
"Beaver",2021-06-28,8.82
"Beaver",2021-06-29,7.89
"Beaver",2021-06-30,6.82
"Beaver",2021-07-01,12
"Beaver",2021-07-02,8.33
"Beaver",2021-07-03,10.2
"Beaver",2021-07-04,10.26
"Beaver",2021-07-05,11.9
"Beaver",2021-07-06,16.67
"Beaver",2021-07-07,21.21
"Beaver",2021-07-08,17.86
"Beaver",2021-07-09,21.43
"Beaver",2021-07-10,25
"Beaver",2021-07-11,26.92
"Beaver",2021-07-12,38.1
"Beaver",2021-07-13,40
"Beaver",2021-07-14,36.84
"Beaver",2021-07-15,31.58
"Beaver",2021-07-16,25
"Beaver",2021-07-17,27.78
"Beaver",2021-07-18,21.05
"Beaver",2021-07-19,7.69
"Beaver",2021-07-20,16.67
"Beaver",2021-07-21,17.14
"Beaver",2021-07-22,18.42
"Beaver",2021-07-23,23.26
"Beaver",2021-07-24,21.95
"Beaver",2021-07-25,23.08
"Beaver",2021-07-26,30
"Beaver",2021-07-27,20
"Beaver",2021-07-28,30.43
"Beaver",2021-07-29,22.22
"Beaver",2021-07-30,22.22
"Beaver",2021-07-31,21.43
"Beaver",2021-08-01,21.43
"Beaver",2021-08-02,22.22
"Beaver",2021-08-03,25
"Beaver",2021-08-04,22.92
"Beaver",2021-08-05,25.53
"Beaver",2021-08-06,25
"Beaver",2021-08-07,24.56
"Beaver",2021-08-08,24.56
"Beaver",2021-08-09,25
"Beaver",2021-08-10,18.87
"Beaver",2021-08-11,16.98
"Beaver",2021-08-12,14.55
"Beaver",2021-08-13,10.2
"Beaver",2021-08-14,12.24
"Beaver",2021-08-15,13.73
"Beaver",2021-08-16,16.67
"Beaver",2021-08-17,17.65
"Beaver",2021-08-18,13.33
"Beaver",2021-08-19,16.98
"Beaver",2021-08-20,13.33
"Beaver",2021-08-21,13.11
"Beaver",2021-08-22,11.67
"Beaver",2021-08-23,5.77
"Beaver",2021-08-24,7.69
"Beaver",2021-08-25,8.93
"Beaver",2021-08-26,11.48
"Beaver",2021-08-27,12.5
"Beaver",2021-08-28,14.29
"Beaver",2021-08-29,13.85
"Beaver",2021-08-30,12.99
"Beaver",2021-08-31,13.43
"Beaver",2021-09-01,13.51
"Beaver",2021-09-02,16.3
"Beaver",2021-09-03,17.89
"Beaver",2021-09-04,15.05
"Beaver",2021-09-05,16.48
"Beaver",2021-09-06,20.25
"Beaver",2021-09-07,25.27
"Beaver",2021-09-08,27.59
"Beaver",2021-09-09,23.46
"Beaver",2021-09-10,22.37
"Beaver",2021-09-11,25.71
"Beaver",2021-09-12,24.64
"Beaver",2021-09-13,25.35
"Beaver",2021-09-14,19.7
"Beaver",2021-09-15,19.44
"Beaver",2021-09-16,20.31
"Beaver",2021-09-17,22.95
"Beaver",2021-09-18,20.31
"Beaver",2021-09-19,21.54
"Beaver",2021-09-20,17.39
"Beaver",2021-09-21,20.29
"Beaver",2021-09-22,20.34
"Beaver",2021-09-23,23.64
"Beaver",2021-09-24,22.22
"Beaver",2021-09-25,24.49
"Beaver",2021-09-26,22.92
"Beaver",2021-09-27,30.36
"Beaver",2021-09-28,25
"Beaver",2021-09-29,23.81
"Beaver",2021-09-30,24.62
"Beaver",2021-10-01,24.66
"Beaver",2021-10-02,22.89
"Beaver",2021-10-03,23.17
"Beaver",2021-10-04,19.32
"Beaver",2021-10-05,22.5
"Beaver",2021-10-06,22.78
"Beaver",2021-10-07,18.48
"Beaver",2021-10-08,19.35
"Beaver",2021-10-09,21.35
"Beaver",2021-10-10,22.34
"Beaver",2021-10-11,21.69
"Beaver",2021-10-12,21.05
"Beaver",2021-10-13,23.29
"Beaver",2021-10-14,31.25
"Beaver",2021-10-15,32.26
"Beaver",2021-10-16,30.77
"Beaver",2021-10-17,29.03
"Beaver",2021-10-18,35.29
"Beaver",2021-10-19,32.14
"Beaver",2021-10-20,30.68
"Beaver",2021-10-21,29.03
"Beaver",2021-10-22,28.41
"Beaver",2021-10-23,28.89
"Beaver",2021-10-24,29.67
"Beaver",2021-10-25,27.78
"Beaver",2021-10-26,27.71
"Beaver",2021-10-27,33.7
"Beaver",2021-10-28,36.17
"Beaver",2021-10-29,37.04
"Beaver",2021-10-30,37.25
"Beaver",2021-10-31,37.86
"Beaver",2021-11-01,37.38
"Beaver",2021-11-02,38.05
"Beaver",2021-11-03,34.26
"Beaver",2021-11-04,34.78
"Beaver",2021-11-05,25
"Beaver",2021-11-06,25.77
"Beaver",2021-11-07,26.53
"Beaver",2021-11-08,22.47
"Beaver",2021-11-09,18.99
"Beaver",2021-11-10,16.67
"Beaver",2021-11-11,15.48
"Beaver",2021-11-12,20.63
"Beaver",2021-11-13,18.06
"Beaver",2021-11-14,13.89
"Beaver",2021-11-15,15.15
"Beaver",2021-11-16,17.19
"Beaver",2021-11-17,17.31
"Beaver",2021-11-18,18.33
"Beaver",2021-11-19,19.35
"Beaver",2021-11-20,20.69
"Beaver",2021-11-21,20.63
"Beaver",2021-11-22,21.21
"Beaver",2021-11-23,20
"Beaver",2021-11-24,16.47
"Beaver",2021-11-25,12.33
"Beaver",2021-11-26,10.61
"Beaver",2021-11-27,9.09
"Beaver",2021-11-28,8.93
"Beaver",2021-11-29,10.53
"Beaver",2021-11-30,23.21
"Beaver",2021-12-01,31.11
"Beaver",2021-12-02,29.17
"Beaver",2021-12-03,31.03
"Beaver",2021-12-04,37.04
"Beaver",2021-12-05,36.36
"Beaver",2021-12-06,36.84
"Beaver",2021-12-07,25.53
"Beaver",2021-12-08,23.4
"Beaver",2021-12-09,25
"Beaver",2021-12-10,19.05
"Beaver",2021-12-11,13.95
"Beaver",2021-12-12,15.91
"Beaver",2021-12-13,13.04
"Beaver",2021-12-14,14.55
"Beaver",2021-12-15,20.63
"Beaver",2021-12-16,22.22
"Beaver",2021-12-17,20.9
"Beaver",2021-12-18,20.59
"Beaver",2021-12-19,19.12
"Beaver",2021-12-20,16.92
"Beaver",2021-12-21,17.24
"Beaver",2021-12-22,9.43
"Beaver",2021-12-23,5.08
"Beaver",2021-12-24,5.88
"Beaver",2021-12-25,8.16
"Beaver",2021-12-26,10.2
"Beaver",2021-12-27,14.29
"Beaver",2021-12-28,14.75
"Beaver",2021-12-29,18.18
"Beaver",2021-12-30,20.59
"Beaver",2021-12-31,21.25
"Box Elder",2020-03-16,4.55
"Box Elder",2020-03-17,7.41
"Box Elder",2020-03-18,5.88
"Box Elder",2020-03-19,4.44
"Box Elder",2020-03-20,4.35
"Box Elder",2020-03-21,4.44
"Box Elder",2020-03-22,2.08
"Box Elder",2020-03-23,1.72
"Box Elder",2020-03-24,1.56
"Box Elder",2020-03-25,4.35
"Box Elder",2020-03-26,7.81
"Box Elder",2020-03-27,7.58
"Box Elder",2020-03-28,12
"Box Elder",2020-03-29,10.98
"Box Elder",2020-03-30,8.26
"Box Elder",2020-03-31,6.72
"Box Elder",2020-04-01,4.17
"Box Elder",2020-04-02,2.38
"Box Elder",2020-04-03,2.7
"Box Elder",2020-04-04,0.53
"Box Elder",2020-04-05,0.55
"Box Elder",2020-04-06,1.23
"Box Elder",2020-04-07,1.14
"Box Elder",2020-04-08,1.22
"Box Elder",2020-04-09,1.91
"Box Elder",2020-04-10,1.95
"Box Elder",2020-04-11,2.55
"Box Elder",2020-04-12,2.56
"Box Elder",2020-04-13,1.88
"Box Elder",2020-04-14,2.4
"Box Elder",2020-04-15,2.15
"Box Elder",2020-04-16,1.44
"Box Elder",2020-04-17,0.88
"Box Elder",2020-04-18,0.44
"Box Elder",2020-04-19,0.43
"Box Elder",2020-04-20,0.4
"Box Elder",2020-04-21,0
"Box Elder",2020-04-22,0
"Box Elder",2020-04-23,0
"Box Elder",2020-04-24,0.5
"Box Elder",2020-04-25,0.48
"Box Elder",2020-04-26,0.47
"Box Elder",2020-04-27,0.47
"Box Elder",2020-04-28,0.47
"Box Elder",2020-04-29,0.88
"Box Elder",2020-04-30,0.8
"Box Elder",2020-05-01,0.4
"Box Elder",2020-05-02,0.39
"Box Elder",2020-05-03,0.76
"Box Elder",2020-05-04,0.77
"Box Elder",2020-05-05,0.76
"Box Elder",2020-05-06,0.86
"Box Elder",2020-05-07,1.44
"Box Elder",2020-05-08,1.42
"Box Elder",2020-05-09,1.5
"Box Elder",2020-05-10,1.03
"Box Elder",2020-05-11,1.91
"Box Elder",2020-05-12,1.92
"Box Elder",2020-05-13,1.83
"Box Elder",2020-05-14,1.87
"Box Elder",2020-05-15,1.79
"Box Elder",2020-05-16,1.75
"Box Elder",2020-05-17,1.73
"Box Elder",2020-05-18,0.85
"Box Elder",2020-05-19,0.82
"Box Elder",2020-05-20,0.43
"Box Elder",2020-05-21,0
"Box Elder",2020-05-22,0
"Box Elder",2020-05-23,0
"Box Elder",2020-05-24,0.41
"Box Elder",2020-05-25,0.48
"Box Elder",2020-05-26,0.95
"Box Elder",2020-05-27,0.94
"Box Elder",2020-05-28,0.97
"Box Elder",2020-05-29,1.72
"Box Elder",2020-05-30,3.49
"Box Elder",2020-05-31,3.85
"Box Elder",2020-06-01,4.72
"Box Elder",2020-06-02,5.81
"Box Elder",2020-06-03,7.39
"Box Elder",2020-06-04,6.9
"Box Elder",2020-06-05,7.43
"Box Elder",2020-06-06,7.88
"Box Elder",2020-06-07,7.42
"Box Elder",2020-06-08,8.38
"Box Elder",2020-06-09,8.4
"Box Elder",2020-06-10,8.08
"Box Elder",2020-06-11,8.86
"Box Elder",2020-06-12,7.89
"Box Elder",2020-06-13,7.02
"Box Elder",2020-06-14,6.82
"Box Elder",2020-06-15,6.47
"Box Elder",2020-06-16,5.81
"Box Elder",2020-06-17,6.14
"Box Elder",2020-06-18,6.74
"Box Elder",2020-06-19,7.45
"Box Elder",2020-06-20,7.01
"Box Elder",2020-06-21,7.3
"Box Elder",2020-06-22,6.45
"Box Elder",2020-06-23,5.06
"Box Elder",2020-06-24,4.89
"Box Elder",2020-06-25,4.17
"Box Elder",2020-06-26,4.85
"Box Elder",2020-06-27,4.87
"Box Elder",2020-06-28,4.94
"Box Elder",2020-06-29,4.87
"Box Elder",2020-06-30,6.2
"Box Elder",2020-07-01,7.39
"Box Elder",2020-07-02,7.49
"Box Elder",2020-07-03,6.59
"Box Elder",2020-07-04,7.18
"Box Elder",2020-07-05,7.16
"Box Elder",2020-07-06,10.32
"Box Elder",2020-07-07,10.85
"Box Elder",2020-07-08,9.21
"Box Elder",2020-07-09,10.1
"Box Elder",2020-07-10,9.73
"Box Elder",2020-07-11,8.72
"Box Elder",2020-07-12,8.98
"Box Elder",2020-07-13,6.6
"Box Elder",2020-07-14,5.43
"Box Elder",2020-07-15,6.52
"Box Elder",2020-07-16,6.79
"Box Elder",2020-07-17,7.13
"Box Elder",2020-07-18,7.79
"Box Elder",2020-07-19,7.22
"Box Elder",2020-07-20,7.43
"Box Elder",2020-07-21,8.13
"Box Elder",2020-07-22,7.33
"Box Elder",2020-07-23,6.92
"Box Elder",2020-07-24,7.11
"Box Elder",2020-07-25,6.68
"Box Elder",2020-07-26,6.9
"Box Elder",2020-07-27,6.99
"Box Elder",2020-07-28,7.75
"Box Elder",2020-07-29,9.97
"Box Elder",2020-07-30,10.03
"Box Elder",2020-07-31,9.49
"Box Elder",2020-08-01,9.74
"Box Elder",2020-08-02,10.05
"Box Elder",2020-08-03,9.8
"Box Elder",2020-08-04,8.7
"Box Elder",2020-08-05,9.49
"Box Elder",2020-08-06,9.38
"Box Elder",2020-08-07,9.9
"Box Elder",2020-08-08,9.61
"Box Elder",2020-08-09,9.63
"Box Elder",2020-08-10,11.78
"Box Elder",2020-08-11,12.72
"Box Elder",2020-08-12,9.18
"Box Elder",2020-08-13,10.33
"Box Elder",2020-08-14,9.43
"Box Elder",2020-08-15,9.46
"Box Elder",2020-08-16,9.59
"Box Elder",2020-08-17,7.72
"Box Elder",2020-08-18,8.48
"Box Elder",2020-08-19,8
"Box Elder",2020-08-20,7.48
"Box Elder",2020-08-21,7.32
"Box Elder",2020-08-22,8.16
"Box Elder",2020-08-23,7.82
"Box Elder",2020-08-24,7.88
"Box Elder",2020-08-25,6.16
"Box Elder",2020-08-26,7.14
"Box Elder",2020-08-27,7.2
"Box Elder",2020-08-28,8.06
"Box Elder",2020-08-29,7.41
"Box Elder",2020-08-30,7.47
"Box Elder",2020-08-31,6.06
"Box Elder",2020-09-01,6.11
"Box Elder",2020-09-02,5.53
"Box Elder",2020-09-03,4.07
"Box Elder",2020-09-04,2.52
"Box Elder",2020-09-05,2.43
"Box Elder",2020-09-06,3.46
"Box Elder",2020-09-07,4.2
"Box Elder",2020-09-08,6.42
"Box Elder",2020-09-09,6.74
"Box Elder",2020-09-10,7.42
"Box Elder",2020-09-11,8.74
"Box Elder",2020-09-12,8.53
"Box Elder",2020-09-13,9.59
"Box Elder",2020-09-14,9.83
"Box Elder",2020-09-15,10.59
"Box Elder",2020-09-16,11.49
"Box Elder",2020-09-17,12.37
"Box Elder",2020-09-18,12.34
"Box Elder",2020-09-19,12.94
"Box Elder",2020-09-20,11.41
"Box Elder",2020-09-21,10.99
"Box Elder",2020-09-22,10.54
"Box Elder",2020-09-23,9.13
"Box Elder",2020-09-24,9.07
"Box Elder",2020-09-25,9.38
"Box Elder",2020-09-26,9.06
"Box Elder",2020-09-27,9.11
"Box Elder",2020-09-28,8.75
"Box Elder",2020-09-29,9.23
"Box Elder",2020-09-30,9.34
"Box Elder",2020-10-01,9.84
"Box Elder",2020-10-02,9.68
"Box Elder",2020-10-03,10.23
"Box Elder",2020-10-04,10.36
"Box Elder",2020-10-05,11.74
"Box Elder",2020-10-06,10.9
"Box Elder",2020-10-07,12.34
"Box Elder",2020-10-08,13
"Box Elder",2020-10-09,12.22
"Box Elder",2020-10-10,12.25
"Box Elder",2020-10-11,12.31
"Box Elder",2020-10-12,13.35
"Box Elder",2020-10-13,13.78
"Box Elder",2020-10-14,13.73
"Box Elder",2020-10-15,12.69
"Box Elder",2020-10-16,14.57
"Box Elder",2020-10-17,15.87
"Box Elder",2020-10-18,16.61
"Box Elder",2020-10-19,15.55
"Box Elder",2020-10-20,16.91
"Box Elder",2020-10-21,17.28
"Box Elder",2020-10-22,18.58
"Box Elder",2020-10-23,18.46
"Box Elder",2020-10-24,17.57
"Box Elder",2020-10-25,17.32
"Box Elder",2020-10-26,17.78
"Box Elder",2020-10-27,19.35
"Box Elder",2020-10-28,19.29
"Box Elder",2020-10-29,20.4
"Box Elder",2020-10-30,22.11
"Box Elder",2020-10-31,23.06
"Box Elder",2020-11-01,23.98
"Box Elder",2020-11-02,26.47
"Box Elder",2020-11-03,26.81
"Box Elder",2020-11-04,27.75
"Box Elder",2020-11-05,28.22
"Box Elder",2020-11-06,27.2
"Box Elder",2020-11-07,27.72
"Box Elder",2020-11-08,26.97
"Box Elder",2020-11-09,26.1
"Box Elder",2020-11-10,25.97
"Box Elder",2020-11-11,26.08
"Box Elder",2020-11-12,24.92
"Box Elder",2020-11-13,23.55
"Box Elder",2020-11-14,23.28
"Box Elder",2020-11-15,23.78
"Box Elder",2020-11-16,24.72
"Box Elder",2020-11-17,22.67
"Box Elder",2020-11-18,22.44
"Box Elder",2020-11-19,22.04
"Box Elder",2020-11-20,23.69
"Box Elder",2020-11-21,23.87
"Box Elder",2020-11-22,23.95
"Box Elder",2020-11-23,23.32
"Box Elder",2020-11-24,25.7
"Box Elder",2020-11-25,25.79
"Box Elder",2020-11-26,27.19
"Box Elder",2020-11-27,29.15
"Box Elder",2020-11-28,29.5
"Box Elder",2020-11-29,29.17
"Box Elder",2020-11-30,30.67
"Box Elder",2020-12-01,27.61
"Box Elder",2020-12-02,26
"Box Elder",2020-12-03,25.86
"Box Elder",2020-12-04,25.04
"Box Elder",2020-12-05,24.98
"Box Elder",2020-12-06,25.09
"Box Elder",2020-12-07,22.64
"Box Elder",2020-12-08,22.52
"Box Elder",2020-12-09,24.48
"Box Elder",2020-12-10,25.04
"Box Elder",2020-12-11,24.79
"Box Elder",2020-12-12,25.24
"Box Elder",2020-12-13,24.68
"Box Elder",2020-12-14,26.98
"Box Elder",2020-12-15,28.93
"Box Elder",2020-12-16,29.01
"Box Elder",2020-12-17,28.37
"Box Elder",2020-12-18,28.2
"Box Elder",2020-12-19,27.74
"Box Elder",2020-12-20,28.08
"Box Elder",2020-12-21,29.53
"Box Elder",2020-12-22,30.38
"Box Elder",2020-12-23,31.13
"Box Elder",2020-12-24,32.06
"Box Elder",2020-12-25,33.98
"Box Elder",2020-12-26,35.07
"Box Elder",2020-12-27,34.93
"Box Elder",2020-12-28,35.78
"Box Elder",2020-12-29,35.64
"Box Elder",2020-12-30,36.65
"Box Elder",2020-12-31,36.88
"Box Elder",2021-01-01,37
"Box Elder",2021-01-02,37.56
"Box Elder",2021-01-03,38.61
"Box Elder",2021-01-04,37.58
"Box Elder",2021-01-05,36.96
"Box Elder",2021-01-06,35.6
"Box Elder",2021-01-07,34.56
"Box Elder",2021-01-08,32.44
"Box Elder",2021-01-09,30.57
"Box Elder",2021-01-10,30.08
"Box Elder",2021-01-11,26.58
"Box Elder",2021-01-12,26.37
"Box Elder",2021-01-13,24.97
"Box Elder",2021-01-14,23.84
"Box Elder",2021-01-15,24.69
"Box Elder",2021-01-16,25.03
"Box Elder",2021-01-17,24.7
"Box Elder",2021-01-18,24.83
"Box Elder",2021-01-19,22.47
"Box Elder",2021-01-20,21.41
"Box Elder",2021-01-21,22.27
"Box Elder",2021-01-22,21.63
"Box Elder",2021-01-23,21.45
"Box Elder",2021-01-24,21.5
"Box Elder",2021-01-25,20.43
"Box Elder",2021-01-26,21.68
"Box Elder",2021-01-27,21.24
"Box Elder",2021-01-28,19.62
"Box Elder",2021-01-29,19.51
"Box Elder",2021-01-30,18.45
"Box Elder",2021-01-31,17.81
"Box Elder",2021-02-01,16.18
"Box Elder",2021-02-02,13.2
"Box Elder",2021-02-03,13.19
"Box Elder",2021-02-04,14.78
"Box Elder",2021-02-05,12.95
"Box Elder",2021-02-06,13.63
"Box Elder",2021-02-07,14.26
"Box Elder",2021-02-08,15.34
"Box Elder",2021-02-09,15.6
"Box Elder",2021-02-10,15.7
"Box Elder",2021-02-11,13.97
"Box Elder",2021-02-12,14.63
"Box Elder",2021-02-13,14.5
"Box Elder",2021-02-14,13.89
"Box Elder",2021-02-15,11.87
"Box Elder",2021-02-16,11.48
"Box Elder",2021-02-17,11.46
"Box Elder",2021-02-18,11.41
"Box Elder",2021-02-19,11.15
"Box Elder",2021-02-20,10.97
"Box Elder",2021-02-21,10.82
"Box Elder",2021-02-22,11.67
"Box Elder",2021-02-23,11.86
"Box Elder",2021-02-24,10.05
"Box Elder",2021-02-25,10.71
"Box Elder",2021-02-26,10.4
"Box Elder",2021-02-27,10.05
"Box Elder",2021-02-28,10.25
"Box Elder",2021-03-01,9.11
"Box Elder",2021-03-02,8.86
"Box Elder",2021-03-03,9.88
"Box Elder",2021-03-04,7.07
"Box Elder",2021-03-05,6.26
"Box Elder",2021-03-06,6.04
"Box Elder",2021-03-07,5.84
"Box Elder",2021-03-08,4.93
"Box Elder",2021-03-09,3.01
"Box Elder",2021-03-10,3.08
"Box Elder",2021-03-11,3.82
"Box Elder",2021-03-12,4.78
"Box Elder",2021-03-13,5.13
"Box Elder",2021-03-14,5.06
"Box Elder",2021-03-15,6.12
"Box Elder",2021-03-16,10.23
"Box Elder",2021-03-17,9.55
"Box Elder",2021-03-18,6.85
"Box Elder",2021-03-19,6.3
"Box Elder",2021-03-20,5.64
"Box Elder",2021-03-21,5.71
"Box Elder",2021-03-22,4.62
"Box Elder",2021-03-23,4.79
"Box Elder",2021-03-24,5.06
"Box Elder",2021-03-25,5.55
"Box Elder",2021-03-26,5.99
"Box Elder",2021-03-27,7.19
"Box Elder",2021-03-28,7.4
"Box Elder",2021-03-29,8.63
"Box Elder",2021-03-30,9.09
"Box Elder",2021-03-31,8.76
"Box Elder",2021-04-01,11.11
"Box Elder",2021-04-02,10.99
"Box Elder",2021-04-03,10.23
"Box Elder",2021-04-04,10.23
"Box Elder",2021-04-05,9.36
"Box Elder",2021-04-06,9.21
"Box Elder",2021-04-07,9.59
"Box Elder",2021-04-08,6.87
"Box Elder",2021-04-09,6.81
"Box Elder",2021-04-10,6.85
"Box Elder",2021-04-11,6.61
"Box Elder",2021-04-12,7.53
"Box Elder",2021-04-13,8.3
"Box Elder",2021-04-14,7.9
"Box Elder",2021-04-15,8.12
"Box Elder",2021-04-16,7.4
"Box Elder",2021-04-17,8.91
"Box Elder",2021-04-18,9.27
"Box Elder",2021-04-19,8.12
"Box Elder",2021-04-20,7.07
"Box Elder",2021-04-21,8.03
"Box Elder",2021-04-22,10.34
"Box Elder",2021-04-23,12.92
"Box Elder",2021-04-24,10.84
"Box Elder",2021-04-25,10.76
"Box Elder",2021-04-26,12.25
"Box Elder",2021-04-27,11.85
"Box Elder",2021-04-28,11.3
"Box Elder",2021-04-29,10.64
"Box Elder",2021-04-30,9.56
"Box Elder",2021-05-01,11.23
"Box Elder",2021-05-02,12.07
"Box Elder",2021-05-03,14.76
"Box Elder",2021-05-04,16.39
"Box Elder",2021-05-05,16.84
"Box Elder",2021-05-06,17.82
"Box Elder",2021-05-07,18.59
"Box Elder",2021-05-08,17.21
"Box Elder",2021-05-09,16.48
"Box Elder",2021-05-10,13.41
"Box Elder",2021-05-11,12.84
"Box Elder",2021-05-12,14.19
"Box Elder",2021-05-13,13.49
"Box Elder",2021-05-14,13.76
"Box Elder",2021-05-15,13.86
"Box Elder",2021-05-16,14.22
"Box Elder",2021-05-17,14.32
"Box Elder",2021-05-18,14.69
"Box Elder",2021-05-19,12.3
"Box Elder",2021-05-20,11.57
"Box Elder",2021-05-21,11.66
"Box Elder",2021-05-22,11.96
"Box Elder",2021-05-23,11.21
"Box Elder",2021-05-24,11.25
"Box Elder",2021-05-25,11.34
"Box Elder",2021-05-26,11.48
"Box Elder",2021-05-27,12
"Box Elder",2021-05-28,10.27
